panel	AA_ccd	AB_ccd	BB_ccd	NR_ccd
WBBC	0.990670283	0.944447799	0.956311952	0.949048706
WBBC	0.99381691	0.947964325	0.969580723	0.956549289
WBBC	0.99284316	0.946391318	0.97051864	0.955660478
WBBC	0.993415185	0.941325873	0.97039178	0.953160182
WBBC	0.992212257	0.938168227	0.962919371	0.947662377
WBBC	0.99277073	0.936563042	0.968966525	0.949624397
WBBC	0.994657791	0.947371816	0.976826851	0.959578838
WBBC	0.994332007	0.945126472	0.973658103	0.956719364
WBBC	0.993575434	0.947788318	0.970058754	0.956493381
WBBC	0.991761484	0.936502981	0.963433058	0.94685966
WBBC	0.993448302	0.945330349	0.970096785	0.955515803
WBBC	0.994165414	0.941926759	0.974035104	0.954643328
WBBC	0.993664329	0.951392863	0.976897351	0.961693967
WBBC	0.99454243	0.953221095	0.975019202	0.961572416
WBBC	0.993963642	0.946678478	0.970407435	0.956336626
WBBC	0.994830189	0.945402793	0.975669849	0.957713024
WBBC	0.993674717	0.949767093	0.975980202	0.960239146
WBBC	0.994357182	0.950951556	0.975362353	0.960473707
WBBC	0.994690512	0.948678691	0.972938129	0.958210759
WBBC	0.995195543	0.954019264	0.979459008	0.963722663
WBBC	0.993702432	0.942057518	0.971382177	0.953690337
WBBC	0.993001793	0.939493655	0.968538837	0.951111355
WBBC	0.993822251	0.952545219	0.972414514	0.960423901
WBBC	0.991074206	0.939057411	0.963382028	0.948277371
WBBC	0.994422268	0.944695811	0.974686436	0.956941102
WBBC	0.993772249	0.949911945	0.970030305	0.958096484
WBBC	0.993071655	0.938824606	0.971110459	0.952109956
WBBC	0.994791282	0.94829577	0.976694759	0.959058909
WBBC	0.993158115	0.950112499	0.967284338	0.957065355
WBBC	0.993333085	0.948503302	0.973068056	0.957820242
WBBC	0.993829959	0.949565165	0.975968065	0.960031923
WBBC	0.9936167	0.942028636	0.972606146	0.954730675
WBBC	0.994614847	0.946061118	0.975193495	0.957724236
WBBC	0.993972689	0.947278694	0.975457571	0.958810123
WBBC	0.994066448	0.95033332	0.970344088	0.958610316
WBBC	0.99498143	0.950586386	0.979066117	0.961819786
WBBC	0.99286663	0.948480008	0.969807356	0.95715593
WBBC	0.989103515	0.921550422	0.964565196	0.937725586
WBBC	0.994916467	0.951704851	0.975646065	0.961228833
WBBC	0.992894427	0.949374047	0.963935278	0.955297025
WBBC	0.99410735	0.950102524	0.971376294	0.958726612
WBBC	0.993398321	0.943372117	0.972600229	0.95533479
WBBC	0.995030635	0.946389743	0.978443837	0.958819722
WBBC	0.994782457	0.956913069	0.972835828	0.963115423
WBBC	0.993991534	0.948327822	0.97313192	0.958182747
WBBC	0.993300789	0.948001178	0.974160028	0.95867753
WBEA	0.994454591	0.95418734	0.97586242	0.962972651
WBEA	0.994408352	0.955414259	0.97728723	0.964061142
WBEA	0.992819652	0.949731473	0.970512344	0.958095149
WBEA	0.995385318	0.954601396	0.979997487	0.964782605
WBEA	0.994730901	0.954840733	0.975898793	0.963678523
WBEA	0.994788893	0.953677689	0.979343949	0.963953201
WBEA	0.993457606	0.955799689	0.977883278	0.964702284
WBEA	0.995111239	0.957612184	0.983384536	0.96782437
WBEA	0.992532033	0.957726158	0.970413641	0.962687568
WBEA	0.99472163	0.948989546	0.974233669	0.959212589
WBEA	0.995095796	0.954517315	0.978905407	0.964072552
WBEA	0.994024885	0.956086935	0.977266017	0.965097724
WBEA	0.994292268	0.947041817	0.975115261	0.958317706
WBEA	0.994399009	0.952546305	0.974354567	0.961440322
WBEA	0.99528426	0.969289088	0.986457397	0.975898622
WBEA	0.99444378	0.950340664	0.976865466	0.960969974
WBEA	0.993030337	0.948945148	0.974566542	0.958973771
WBEA	0.993567225	0.953237383	0.965799363	0.958071173
WBEA	0.995282874	0.958641169	0.980522077	0.967598915
WBEA	0.995307054	0.958349917	0.980881503	0.967015172
WBEA	0.99522458	0.953932891	0.976772352	0.9627843
WBEA	0.993824283	0.951930258	0.974035781	0.960851606
WBEA	0.994580495	0.953892561	0.979178424	0.963728579
WBEA	0.994077047	0.951870337	0.974236063	0.961436402
WBEA	0.994420954	0.949158817	0.978190063	0.960954122
WBEA	0.995054575	0.95593961	0.980141084	0.965468721
WBEA	0.994937234	0.95097222	0.978811037	0.961800604
WBEA	0.993598263	0.959726757	0.978664368	0.967087179
WBEA	0.993401734	0.952112742	0.972448502	0.960266361
WBEA	0.994024815	0.956504872	0.980017731	0.965896913
WBEA	0.995526559	0.95650719	0.983503712	0.967055117
WBEA	0.993948883	0.952307284	0.97604662	0.961539175
WBEA	0.993568236	0.952047381	0.973824829	0.960709515
WBEA	0.996589676	0.963384425	0.988631783	0.97353253
WBEA	0.996131714	0.968306988	0.985325934	0.975115719
WBEA	0.993977258	0.949218781	0.975972912	0.960042786
WBEA	0.994105152	0.948306234	0.977237239	0.959953621
WBEA	0.994926226	0.956249172	0.976284122	0.964259139
WBEA	0.995696266	0.959200376	0.98296834	0.968363066
WBEA	0.995310372	0.957379777	0.980693271	0.96665832
WBEA	0.99390557	0.96136882	0.97176267	0.965641352
WBEA	0.994244285	0.956436649	0.977824594	0.964568132
WBEA	0.994824976	0.952961306	0.980627089	0.963733182
WBEA	0.995122071	0.956139806	0.981968639	0.966410829
WBEA	0.994521171	0.948900538	0.978264185	0.960566111
WBEA	0.993656302	0.95071867	0.978322381	0.96169603
WBEA	0.99444948	0.950416969	0.977590553	0.96118431
WBEA	0.993922096	0.952185206	0.976309667	0.961605705
WBEA	0.995700792	0.959152088	0.979943787	0.967461598
WBEA	0.993451462	0.944053131	0.978214064	0.957178712
WBEA	0.995164093	0.960752997	0.98228639	0.969335366
WBEA	0.995054784	0.951109047	0.981011213	0.963191429
WBEA	0.99478548	0.95410832	0.979854671	0.964523363
WBEA	0.995319438	0.958476513	0.976701205	0.965553163
WBEA	0.995197421	0.960105217	0.977334988	0.966936663
WBEA	0.992059352	0.953257207	0.971044887	0.960315782
WBEA	0.993488739	0.94601298	0.969886214	0.955772816
WBEA	0.995392765	0.959193722	0.983131073	0.968927104
WBEA	0.994985971	0.954005184	0.977236163	0.962978421
WBEA	0.995453188	0.960438667	0.980022185	0.968254554
WBEA	0.995345339	0.957705731	0.976549296	0.965143429
WBEA	0.995042047	0.95551435	0.980341297	0.965811079
WBEA	0.993637506	0.947809112	0.973967334	0.958790244
WBEA	0.995187556	0.960452542	0.980218909	0.968310088
WBEA	0.996129067	0.960576515	0.985203736	0.97046505
WBEA	0.99396295	0.953791296	0.974845297	0.9620814
WBEA	0.994727887	0.956978493	0.979601051	0.96588666
WBEA	0.994122691	0.947372645	0.977635745	0.958846283
WBEA	0.994292613	0.95347347	0.979848895	0.964240959
WBEA	0.994724926	0.958102867	0.976014738	0.964973706
WBEA	0.992805012	0.945332791	0.969848283	0.954695961
WBEA	0.994646209	0.956131637	0.980643761	0.966234194
WBEA	0.99534434	0.958095984	0.978344414	0.966342492
WBEA	0.995013649	0.955358887	0.984023502	0.966565085
WBEA	0.993654679	0.946404744	0.973502628	0.957576151
WBEA	0.995591023	0.957044604	0.982183646	0.967433628
WBEA	0.994935505	0.95234492	0.983373196	0.96462358
WBEA	0.993108963	0.94602765	0.969650647	0.95532689
WBEA	0.994259232	0.952248129	0.977418633	0.962703486
WBEA	0.994591785	0.956331235	0.979380696	0.965330439
WBEA	0.995111251	0.959340252	0.979421116	0.967115335
WBEA	0.994954343	0.955468604	0.978422697	0.964665429
WBEA	0.995068651	0.957475524	0.978740288	0.965803878
WBEA	0.993954362	0.952464011	0.976782508	0.962325626
WBEA	0.995039839	0.957860077	0.980454342	0.967075663
WBEA	0.99489024	0.954366422	0.975200826	0.962446219
WBEA	0.994043219	0.948382766	0.976744458	0.959508213
WBEA	0.994600132	0.951742586	0.981965334	0.963687125
WBEA	0.993470283	0.950309894	0.969537528	0.957833205
WBEA	0.993915304	0.951549456	0.976750585	0.961521712
WBEA	0.993819064	0.955652285	0.971535336	0.962230727
WBEA	0.992455018	0.945329336	0.967126277	0.954204833
WBEA	0.99436951	0.946203267	0.975715978	0.958006651
WBEA	0.995723069	0.953708894	0.977251807	0.963289521
WBEA	0.995214485	0.956211495	0.980892665	0.966226111
WBEA	0.994438796	0.95773723	0.973808343	0.964229968
WBEA	0.99275668	0.950552899	0.97755479	0.961041275
WBEA	0.993055986	0.94275968	0.971397538	0.953600782
WBEA	0.994033529	0.94853379	0.976175799	0.958987393
WBEA	0.995235152	0.957289277	0.980862465	0.966581929
WBEA	0.993802243	0.945538775	0.977387411	0.957821501
WBEA	0.995159253	0.955619365	0.98467442	0.966828412
WBEA	0.996175755	0.95693103	0.985077573	0.96810664
WBEA	0.993456758	0.946072552	0.975141854	0.957439478
WBEA	0.995672266	0.959460097	0.979098198	0.967486741
WBEA	0.995426465	0.960501344	0.981653244	0.969098993
WBEA	0.994691262	0.958941684	0.977229075	0.966326364
WBEA	0.99500508	0.958034493	0.979677344	0.966542564
WBEA	0.994550514	0.959501365	0.979624185	0.967347613
WBEA	0.995231748	0.958037978	0.982077895	0.967534584
WBEA	0.995434185	0.963138003	0.982874756	0.970776395
WBEA	0.99509681	0.959084165	0.981395564	0.968018421
WBEA	0.992403446	0.954604033	0.970552275	0.961066397
WBEA	0.993875879	0.944422105	0.976687296	0.957701194
WBEA	0.993984836	0.953501871	0.975783735	0.96260364
WBEA	0.994681742	0.9520866	0.978408669	0.962453392
WBEA	0.994783802	0.955548724	0.982032346	0.966155887
WBEA	0.993610826	0.957752156	0.972394001	0.963429795
WBEA	0.994135683	0.955939441	0.970178244	0.961577602
WBEA	0.99494209	0.95109938	0.979275786	0.962631957
WBEA	0.993883478	0.951221025	0.973456454	0.960136579
WBEA	0.995007055	0.957192758	0.979208196	0.965701106
WBEA	0.99380624	0.953155947	0.971661023	0.960617223
WBEA	0.99384823	0.955973122	0.979742263	0.965096019
WBEA	0.99454794	0.955884537	0.978289223	0.96493084
WBEA	0.992822565	0.949753631	0.968414838	0.956646375
WBEA	0.993077307	0.949697917	0.9676744	0.95710315
WBEA	0.992792664	0.95445587	0.972755802	0.961935863
WBEA	0.993649015	0.952019632	0.971927075	0.960049085
WBEA	0.994721165	0.948322852	0.974431645	0.958321687
WBEA	0.993510239	0.950460036	0.975903196	0.960591473
WBEA	0.991300743	0.934419059	0.960806361	0.945106933
WBEA	0.993951691	0.953587016	0.977964881	0.963186333
WBEA	0.990909858	0.949376641	0.959373809	0.953253497
WBEA	0.994055318	0.956481081	0.970777316	0.962158838
WBEA	0.99273091	0.952710183	0.97217259	0.960187191
WBEA	0.993650089	0.947375413	0.972587931	0.957640703
WBEA	0.992274532	0.942910859	0.964545289	0.951209409
WBEA	0.992636768	0.943743096	0.973769381	0.955846407
WBEA	0.995304361	0.954992219	0.979948504	0.965334731
WBEA	0.994573001	0.952798308	0.974296694	0.961533472
WBEA	0.993998956	0.95474905	0.974383079	0.962423524
WBEA	0.992706764	0.944197076	0.967073098	0.95299462
WBEA	0.993763084	0.954445843	0.973044833	0.96209487
WBEA	0.994395993	0.950732255	0.977433037	0.961307148
WBEA	0.994019203	0.956311581	0.979442751	0.965654116
WBEA	0.994553323	0.959210932	0.977961595	0.966394582
WBEA	0.994302065	0.951108452	0.973656504	0.960285864
WBEA	0.995333859	0.953168496	0.978646956	0.963531011
WBEA	0.993959582	0.956196406	0.978935763	0.965280706
WBEA	0.994718092	0.956683477	0.978814461	0.96531624
WBEA	0.995179442	0.954267779	0.976935905	0.963174503
WBEA	0.995044851	0.958519271	0.982050517	0.967494636
WBEA	0.993731996	0.951478071	0.975574084	0.961036647
WBEA	0.993157376	0.944693002	0.97204407	0.955633229
WBEA	0.994164879	0.958361316	0.975074336	0.964988394
WBEA	0.991507755	0.945926899	0.967732918	0.954192214
WBEA	0.994326529	0.950828459	0.97636563	0.961255387
WBEA	0.993903497	0.956361357	0.973847364	0.963475004
WBEA	0.992975821	0.945694612	0.973017484	0.956937888
WBEA	0.995089124	0.954548863	0.981240325	0.964664854
WBEA	0.993578635	0.957033796	0.97083072	0.962620102
WBEA	0.994261502	0.955744681	0.976262517	0.963526819
WBEA	0.993816097	0.955383116	0.978326393	0.964478395
WBEA	0.993913589	0.946774595	0.975476624	0.95869755
WBEA	0.994887382	0.951321386	0.979483169	0.962595824
WBEA	0.994437644	0.952602007	0.976982806	0.962579083
WBEA	0.994474293	0.958286227	0.976091786	0.965651089
WBEA	0.995327584	0.95811746	0.981209878	0.967225916
WBEA	0.993220388	0.953335213	0.97253657	0.961146287
WBEA	0.989426215	0.926503964	0.971167955	0.943299064
WBEA	0.994912867	0.957981837	0.979332884	0.966475433
WBEA	0.993198402	0.955846489	0.96985197	0.961543408
WBEA	0.994128463	0.956511909	0.973125965	0.963246952
WBEA	0.99418399	0.950284925	0.977560137	0.961448302
WBEA	0.994861932	0.955222314	0.978645075	0.964305223
WBEA	0.995114997	0.961235705	0.97585019	0.966928399
WBEA	0.994053691	0.954316677	0.974909682	0.962498606
WBEA	0.994054127	0.9555092	0.979228726	0.965189978
WBKG	0.994416739	0.953824666	0.974594405	0.962243025
WBKG	0.99472289	0.955151581	0.977169058	0.963855591
WBKG	0.992993231	0.948807678	0.97107025	0.957767694
WBKG	0.995504156	0.954624328	0.980454426	0.964979529
WBKG	0.994629767	0.952959431	0.974698179	0.962082898
WBKG	0.994360094	0.951661984	0.978737789	0.962501808
WBKG	0.993313338	0.954580745	0.976917683	0.963585473
WBKG	0.994987258	0.954741694	0.98228231	0.965654548
WBKG	0.992969765	0.958181777	0.970212615	0.962886407
WBKG	0.994677432	0.948191105	0.973251772	0.958339808
WBKG	0.995031336	0.953049885	0.978074911	0.962854673
WBKG	0.994005824	0.954580789	0.975986615	0.963688048
WBKG	0.99408313	0.947637292	0.973913043	0.958191126
WBKG	0.994167044	0.951149448	0.974526453	0.960683241
WBKG	0.995070077	0.96643863	0.984352084	0.973335033
WBKG	0.99473977	0.948950356	0.976084359	0.959823792
WBKG	0.993725516	0.945871414	0.973266167	0.95659411
WBKG	0.993659694	0.95288036	0.966168006	0.957993383
WBKG	0.995001667	0.957683019	0.977380476	0.96574689
WBKG	0.995015743	0.955799761	0.980232819	0.96519629
WBKG	0.995393974	0.953606605	0.975932943	0.962259153
WBKG	0.99384621	0.951552932	0.974453996	0.960795345
WBKG	0.994633477	0.951871618	0.9779557	0.962018138
WBKG	0.993823586	0.950511439	0.9736961	0.960427772
WBKG	0.994896999	0.948434202	0.977856296	0.960388308
WBKG	0.995078488	0.954609028	0.978872256	0.964162454
WBKG	0.995119305	0.950555446	0.978418208	0.961393144
WBKG	0.993610125	0.959494355	0.978310152	0.966807398
WBKG	0.993750626	0.952457424	0.972518727	0.960501
WBKG	0.993956583	0.956489355	0.978127989	0.96513275
WBKG	0.995377675	0.95428654	0.981878988	0.965067303
WBKG	0.993736699	0.951382095	0.973913769	0.960144407
WBKG	0.993732774	0.953975852	0.973374727	0.961691892
WBKG	0.996604889	0.963098003	0.987595167	0.97294457
WBKG	0.996187747	0.966581985	0.985020224	0.973958529
WBKG	0.993764175	0.947989631	0.973120275	0.958156817
WBKG	0.993928238	0.946357585	0.975594804	0.958128251
WBKG	0.995021538	0.956412916	0.973931264	0.963416746
WBKG	0.995914594	0.957078553	0.98253349	0.96689158
WBKG	0.99543062	0.956632594	0.979959219	0.965916363
WBKG	0.99393363	0.961408556	0.971796828	0.965678795
WBKG	0.994315555	0.955024874	0.977008695	0.963382903
WBKG	0.99481385	0.952435986	0.980568241	0.963389486
WBKG	0.994844928	0.954192016	0.981087054	0.964887023
WBKG	0.994545015	0.948190014	0.977724601	0.959923388
WBKG	0.993921844	0.951694689	0.979927703	0.962922308
WBKG	0.994870851	0.951104363	0.975783525	0.960883307
WBKG	0.993789461	0.950009411	0.974264965	0.959481101
WBKG	0.995697722	0.957727609	0.97876401	0.966134915
WBKG	0.994191853	0.947347249	0.976973324	0.958730411
WBKG	0.994919428	0.958938734	0.979981514	0.967325565
WBKG	0.995366778	0.950141678	0.982038868	0.963030118
WBKG	0.994932874	0.95339538	0.978999122	0.963752734
WBKG	0.995184937	0.956909732	0.975759238	0.964228997
WBKG	0.994944042	0.959805256	0.976105739	0.966268248
WBKG	0.99258282	0.953745064	0.971821521	0.960918282
WBKG	0.993598669	0.947328383	0.96797259	0.955768132
WBKG	0.995356918	0.957693089	0.982275651	0.967688826
WBKG	0.994933792	0.953974959	0.976071557	0.962510029
WBKG	0.99562311	0.960170064	0.980842558	0.968420567
WBKG	0.995338249	0.954889175	0.976502347	0.963420058
WBKG	0.99525113	0.953918091	0.979852105	0.964673964
WBKG	0.993626743	0.944107445	0.97349908	0.956445838
WBKG	0.995168179	0.960114135	0.97941461	0.967786479
WBKG	0.996045608	0.958210336	0.983009569	0.968167938
WBKG	0.99385169	0.952984392	0.974939953	0.961629489
WBKG	0.994561551	0.957602647	0.979346354	0.966164745
WBKG	0.994620174	0.948372459	0.978173347	0.959670808
WBKG	0.994199412	0.952488865	0.97800256	0.962904561
WBKG	0.994703514	0.956889428	0.974650988	0.963702609
WBKG	0.992897689	0.945332791	0.968171858	0.954055686
WBKG	0.994498579	0.953608536	0.980586629	0.964727379
WBKG	0.995343415	0.956027424	0.979131268	0.965436846
WBKG	0.995066513	0.955253708	0.98311056	0.966144117
WBKG	0.993912842	0.945038807	0.972804737	0.956485624
WBKG	0.995571696	0.955661379	0.982469164	0.96673998
WBKG	0.995263269	0.952995657	0.982506615	0.964673876
WBKG	0.993527847	0.947234224	0.970273861	0.956303781
WBKG	0.994100567	0.950404488	0.976747567	0.961346911
WBKG	0.994544172	0.955642258	0.979247746	0.964858552
WBKG	0.994961136	0.95670126	0.976828224	0.964494192
WBKG	0.994963756	0.954234564	0.97734267	0.963493053
WBKG	0.995098593	0.955683655	0.97763881	0.964282401
WBKG	0.993846686	0.950634511	0.97568016	0.960791001
WBKG	0.994947007	0.956720305	0.979443161	0.965988339
WBKG	0.99531599	0.951389828	0.974856722	0.960490532
WBKG	0.994277929	0.950389222	0.977714413	0.96110808
WBKG	0.994650801	0.95044329	0.981860073	0.962859731
WBKG	0.993631735	0.948014385	0.968418547	0.955998044
WBKG	0.994321234	0.952615459	0.976876691	0.962215791
WBKG	0.993730408	0.95374246	0.970443572	0.960659727
WBKG	0.992399282	0.944002436	0.966387414	0.953117334
WBKG	0.994483744	0.9489976	0.974903027	0.959358279
WBKG	0.995585048	0.953985235	0.97740139	0.963514279
WBKG	0.995283436	0.953552211	0.979373672	0.96402951
WBKG	0.994114296	0.956611473	0.972712699	0.963116377
WBKG	0.993192568	0.950956366	0.976543108	0.960895055
WBKG	0.993134174	0.945457753	0.97004586	0.954765788
WBKG	0.994473163	0.94923216	0.976284585	0.959462795
WBKG	0.995362381	0.958232701	0.98144239	0.967382061
WBKG	0.994922263	0.949606264	0.979010211	0.960946173
WBKG	0.995185241	0.95364805	0.98417699	0.965425702
WBKG	0.995937855	0.955936895	0.984067261	0.967106082
WBKG	0.994161586	0.948954499	0.976281381	0.95964004
WBKG	0.995587149	0.958776178	0.978575084	0.966868548
WBKG	0.995559514	0.958239409	0.980069677	0.967112795
WBKG	0.994606577	0.95478021	0.976419133	0.963518281
WBKG	0.995206957	0.955448299	0.97840065	0.964471151
WBKG	0.994727112	0.958109393	0.978148027	0.965922816
WBKG	0.995602147	0.957423233	0.983240159	0.96762182
WBKG	0.995466193	0.961176939	0.982065502	0.969261096
WBKG	0.994980893	0.956317807	0.981187305	0.966276414
WBKG	0.99253012	0.952010876	0.96884516	0.958832272
WBKG	0.994419407	0.943633654	0.976743662	0.957260437
WBKG	0.993668053	0.951893889	0.97418219	0.960998288
WBKG	0.99467477	0.949206971	0.976297104	0.959876261
WBKG	0.994558512	0.954157701	0.980755516	0.9648106
WBKG	0.993636971	0.955919261	0.971577469	0.961991013
WBKG	0.994094182	0.954604037	0.969929532	0.960672497
WBKG	0.994857087	0.950227417	0.977439176	0.961365166
WBKG	0.993960884	0.950367975	0.972552745	0.959263217
WBKG	0.995026679	0.955952635	0.977420173	0.964249196
WBKG	0.993811879	0.950653299	0.969627071	0.958303553
WBKG	0.993814956	0.955669069	0.979400566	0.964777518
WBKG	0.994586143	0.954438513	0.976546359	0.963364962
WBKG	0.992859556	0.949184532	0.968230345	0.956219335
WBKG	0.993113725	0.949833416	0.968266069	0.957426564
WBKG	0.992696393	0.953049255	0.972318976	0.960925643
WBKG	0.993607471	0.951256184	0.970256067	0.958919582
WBKG	0.994902801	0.944706584	0.973932929	0.955899342
WBKG	0.993612731	0.948447295	0.974549703	0.958841197
WBKG	0.992271219	0.94034852	0.962011083	0.949122611
WBKG	0.993887518	0.953479632	0.977067416	0.962767837
WBKG	0.991619664	0.951354248	0.961172798	0.955161819
WBKG	0.994142831	0.955221343	0.969698036	0.960970769
WBKG	0.992654624	0.95029297	0.970554858	0.958077084
WBKG	0.993758462	0.947289451	0.973486874	0.957955746
WBKG	0.992692618	0.945681883	0.965843596	0.953415528
WBKG	0.993166835	0.944271737	0.973080024	0.955884084
WBKG	0.995146561	0.953097409	0.979230752	0.963927723
WBKG	0.994851662	0.953867526	0.974330904	0.962182148
WBKG	0.994089101	0.952109851	0.974383079	0.960815925
WBKG	0.993520541	0.947475228	0.968393505	0.955519873
WBKG	0.993824521	0.952285479	0.972877962	0.960754351
WBKG	0.994430199	0.949026478	0.975991845	0.959706161
WBKG	0.994245087	0.95624971	0.977376754	0.964782791
WBKG	0.994778865	0.958557778	0.977926145	0.965978079
WBKG	0.994231367	0.949468891	0.973226314	0.959138536
WBKG	0.995141983	0.951854806	0.976479713	0.961870167
WBKG	0.994036679	0.954854365	0.977716008	0.963987518
WBKG	0.994624674	0.957076645	0.978223347	0.965325463
WBKG	0.995166247	0.953188395	0.977160633	0.962607528
WBKG	0.99548908	0.957561967	0.981548934	0.966711155
WBKG	0.994097398	0.950796583	0.975873506	0.960744274
WBKG	0.993941634	0.948067614	0.97221586	0.957726736
WBKG	0.994541204	0.956751023	0.974563278	0.963813971
WBKG	0.992337812	0.952826409	0.966784959	0.958117209
WBKG	0.994422128	0.950426448	0.976228553	0.960961549
WBKG	0.99384579	0.956250297	0.974795845	0.963794986
WBKG	0.993137637	0.946309836	0.971833051	0.956812559
WBKG	0.99518051	0.951857184	0.979888941	0.962481143
WBKG	0.993580194	0.956669149	0.969633388	0.961918305
WBKG	0.994105553	0.954372707	0.972888601	0.961395535
WBKG	0.993927268	0.954846655	0.975818512	0.963160415
WBKG	0.994286811	0.946332924	0.973860567	0.957768034
WBKG	0.995094646	0.953002872	0.980702218	0.964092175
WBKG	0.994432872	0.952257848	0.976867258	0.962328476
WBKG	0.994409505	0.956017309	0.975163312	0.963936615
WBKG	0.995456247	0.957033962	0.980237571	0.966186276
WBKG	0.993016823	0.951017244	0.971680122	0.959422862
WBKG	0.992547744	0.93738901	0.972500734	0.950591968
WBKG	0.995099117	0.957735982	0.978646693	0.966054409
WBKG	0.993154683	0.955676161	0.968180843	0.96076261
WBKG	0.99423669	0.955763458	0.971970953	0.962333689
WBKG	0.994166999	0.951729393	0.976414662	0.961832741
WBKG	0.995005529	0.953865187	0.979402678	0.963768149
WBKG	0.995060176	0.961555027	0.973662159	0.966271047
WBKG	0.9939751	0.952150824	0.971554173	0.959860084
WBKG	0.994055558	0.954370656	0.978016395	0.964021319
