panel	sample	AA_ccd	AB_ccd	BB_ccd	NR_ccd
WBBC	sd2266	0.990062112	0.908333333	0.825396825	0.895981087
WBBC	sd2267	0.988650694	0.873684211	0.880597015	0.874720358
WBBC	sd2268	0.987437186	0.893442623	0.88	0.891156463
WBBC	sd2269	0.99200492	0.90778098	0.833333333	0.896805897
WBBC	sd2270	0.9875	0.85989011	0.855072464	0.859122402
WBBC	sd2271	0.992443325	0.900763359	0.788461538	0.887640449
WBBC	sd2272	0.991839297	0.91292876	0.803278689	0.897727273
WBBC	sd2274	0.988125	0.892105263	0.905660377	0.893764434
WBBC	sd2275	0.989454094	0.889784946	0.897959184	0.890736342
WBBC	sd2276	0.991910392	0.909333333	0.921568627	0.910798122
WBBC	sd2277	0.993154947	0.90778098	0.886075949	0.903755869
WBBC	sd2278	0.990220049	0.896656535	0.823529412	0.884130982
WBBC	sd2279	0.990589711	0.885333333	0.84375	0.879271071
WBBC	sd2280	0.992361553	0.931472081	0.955882353	0.935064935
WBBC	sd2281	0.99127182	0.907859079	0.916666667	0.909090909
WBBC	sd2282	0.991437309	0.886297376	0.909090909	0.889447236
WBBC	sd2283	0.99070632	0.925414365	0.842105263	0.914081146
WBBC	sd2284	0.991116751	0.890306122	0.892307692	0.89059081
WBBC	sd2285	0.990378448	0.871921182	0.926470588	0.879746835
WBBC	sd2286	0.991363356	0.849858357	0.796610169	0.84223301
WBBC	sd2287	0.988249845	0.889204545	0.953125	0.899038462
WBBC	sd2289	0.993142145	0.896276596	0.886792453	0.895104895
WBBC	sd2290	0.994420335	0.91954023	0.902777778	0.916666667
WBBC	sd2291	0.989314896	0.904509284	0.907692308	0.904977376
WBBC	sd2292	0.990636704	0.879781421	0.892307692	0.881670534
WBBC	sd2293	0.991484185	0.883076923	0.890625	0.884318766
WBBC	sd2294	0.987600744	0.881355932	0.909090909	0.885714286
WBBC	sd2295	0.991798107	0.890625	0.90625	0.892857143
WBBC	sd2297	0.989335006	0.897297297	0.855072464	0.890660592
WBBC	sd2298	0.99436796	0.899470899	0.894736842	0.898850575
WBBC	sd2299	0.990117356	0.891061453	0.875	0.888888889
WBBC	sd2300	0.988771054	0.875338753	0.819672131	0.86744186
WBBC	sd2302	0.988929889	0.886956522	0.919354839	0.891891892
WBBC	sd2304	0.988169365	0.908602151	0.927272727	0.911007026
WBBC	sd2305	0.994454713	0.876470588	0.857142857	0.873170732
WBBC	sd2307	0.987789203	0.894607843	0.826086957	0.884696017
WBBC	sd2308	0.992457574	0.875	0.803030303	0.864253394
WBBC	sd2309	0.993243243	0.888571429	0.927272727	0.89382716
WBBC	sd2310	0.991530551	0.880952381	0.886363636	0.881578947
WBBC	sd2311	0.992414665	0.871727749	0.898550725	0.875831486
WBBC	sd2312	0.99376947	0.853658537	0.898305085	0.859813084
WBBC	sd2314	0.991960421	0.883008357	0.894736842	0.884615385
WBBC	sd2315	0.99364676	0.885572139	0.859649123	0.882352941
WBBC	sd2316	0.990117356	0.883008357	0.909090909	0.88647343
WBBC	sd2317	0.993222428	0.871428571	0.9	0.875609756
WBBC	sd2318	0.989987484	0.901369863	0.842857143	0.891954023
WBBC	sd2319	0.991014121	0.885856079	0.847222222	0.88
WBBC	sd2320	0.989447548	0.882666667	0.808510638	0.874407583
WBBC	sd2321	0.992467043	0.888020833	0.946428571	0.895454545
WBBC	sd2322	0.987646695	0.898550725	0.855072464	0.891304348
WBBC	sd2323	0.993051169	0.884718499	0.896103896	0.886666667
WBBC	sd2324	0.993197279	0.884831461	0.866666667	0.882211538
WBBC	sd2325	0.990105133	0.878378378	0.826086957	0.872596154
WBBC	sd2326	0.988943489	0.899713467	0.839285714	0.891358025
WBBC	sd2327	0.985669782	0.909333333	0.924528302	0.911214953
WBBC	sd2328	0.99120603	0.877604167	0.877192982	0.87755102
WBBC	sd2329	0.991965389	0.887931034	0.880597015	0.886746988
WBBC	sd2330	0.988057825	0.881266491	0.936507937	0.889140271
WBBC	sd2331	0.994409938	0.888	0.875	0.886524823
WBBC	sd2332	0.989381636	0.87394958	0.853333333	0.87037037
WBBC	sd2333	0.993666878	0.882352941	0.825396825	0.874449339
WBBC	sd2334	0.991260924	0.896907216	0.813953488	0.88863109
WBBC	sd2335	0.993222428	0.887362637	0.891304348	0.887804878
WBBC	sd2336	0.992669517	0.897660819	0.851851852	0.891414141
WBBC	sd2337	0.990619137	0.882666667	0.93220339	0.889400922
WBBC	sd2338	0.993853719	0.887878788	0.868421053	0.884236453
WBBC	sd2339	0.9931207	0.903314917	0.902777778	0.903225806
WBBC	sd2340	0.991211551	0.919354839	0.882352941	0.913636364
WBBC	sd2341	0.991761724	0.898963731	0.898550725	0.898901099
WBBC	sd2342	0.986980781	0.899425287	0.902777778	0.9
WBBC	sd2343	0.98873592	0.919896641	0.8125	0.908045977
WBBC	sd2344	0.988117573	0.896551724	0.894736842	0.896313364
WBBC	sd2345	0.991655969	0.878640777	0.920634921	0.884210526
WBBC	sd2347	0.989341693	0.878552972	0.803921569	0.869863014
WBBC	sd2348	0.988322065	0.904191617	0.930555556	0.908866995
WBBC	sd2349	0.987905792	0.874371859	0.84375	0.87012987
WBBC	sd2350	0.993861265	0.887640449	0.875	0.886138614
WBBC	sd2351	0.993811881	0.89673913	0.87755102	0.894484412
WBBC	sd2352	0.987163814	0.892537313	0.838709677	0.884130982
WBBC	sd2353	0.989911728	0.896276596	0.887323944	0.894854586
WBBC	sd2354	0.991255465	0.888268156	0.891891892	0.888888889
WBBC	sd2355	0.985470625	0.88337469	0.808510638	0.875555556
WBBC	sd2356	0.990700558	0.896551724	0.837209302	0.89047619
WBBC	sd2357	0.989341693	0.925925926	0.916666667	0.924657534
WBBC	sd2358	0.991930478	0.886792453	0.901960784	0.888625592
WBBC	sd2359	0.986284289	0.872881356	0.906666667	0.878787879
WBBC	sd2360	0.995649472	0.895890411	0.898305085	0.896226415
WBBC	sd2361	0.984345648	0.899484536	0.9375	0.903669725
WBBC	sd2362	0.989368355	0.886243386	0.875	0.884792627
WBBC	sd2363	0.984746797	0.909090909	0.830188679	0.898477157
WBBC	sd2364	0.990524321	0.905128205	0.95	0.911111111
WBBC	sd2365	0.994314593	0.888613861	0.891304348	0.888888889
WBBC	sd2366	0.989949749	0.895721925	0.925373134	0.900226757
WBBC	sd2367	0.989918084	0.921671018	0.936507937	0.923766816
WBBC	sd2368	0.991217064	0.895721925	0.892307692	0.895216401
WBBC	sd2371	0.988785047	0.885793872	0.855072464	0.880841121
WBBC	sd2372	0.990589711	0.883905013	0.833333333	0.876993166
WBBC	sd2373	0.98427673	0.9	0.873015873	0.896162528
WBBC	sd2374	0.990458015	0.90726817	0.903225806	0.906724512
WBBC	sd2375	0.991766941	0.882951654	0.836065574	0.876651982
WBBC	sd2376	0.988050314	0.873350923	0.90625	0.878103837
WBBC	sd2377	0.984971822	0.885638298	0.933333333	0.892201835
WBBC	sd2378	0.990595611	0.864450128	0.914893617	0.869863014
WBBC	sd2379	0.992078001	0.910179641	0.879310345	0.905612245
WBBC	sd2381	0.990589711	0.892670157	0.824561404	0.883826879
WBBC	sd2382	0.994413408	0.887323944	0.850746269	0.881516588
WBBC	sd2383	0.994420335	0.901960784	0.888888889	0.9
WBBC	sd2384	0.994987469	0.930747922	0.855263158	0.917620137
WBBC	sd2385	0.99127182	0.855227882	0.875	0.857808858
WBBC	sd2386	0.993682881	0.886842105	0.842857143	0.88
WBBC	sd2387	0.989130435	0.901234568	0.90625	0.901918977
WBBC	sd2388	0.9925	0.906849315	0.808823529	0.891454965
WBBC	sd2389	0.988571429	0.909547739	0.833333333	0.899563319
WBBC	sd2390	0.986850344	0.874659401	0.855072464	0.871559633
WBBC	sd2391	0.987828315	0.88337469	0.913043478	0.887711864
WBBC	sd2392	0.990049751	0.867403315	0.825396825	0.861176471
WBBC	sd2393	0.995024876	0.90960452	0.85915493	0.901176471
WBBC	sd2394	0.990031153	0.889189189	0.844827586	0.88317757
WBBC	sd2395	0.993666878	0.857142857	0.881578947	0.86123348
WBBC	sd2396	0.989473684	0.894150418	0.745762712	0.873205742
WBBC	sd2397	0.99501868	0.879679144	0.867924528	0.878220141
WBBC	sd2398	0.990141713	0.882022472	0.907407407	0.885365854
WBBC	sd2399	0.991787745	0.87	0.92	0.875555556
WBBC	sd2400	0.988154613	0.894878706	0.862068966	0.89044289
WBBC	sd2401	0.996896338	0.871794872	0.873239437	0.872037915
WBBC	sd2402	0.988819876	0.88172043	0.823529412	0.874704492
WBBC	sd2403	0.994996873	0.872972973	0.875	0.873271889
WBBC	sd2404	0.987445072	0.885333333	0.830769231	0.877272727
WBBC	sd2405	0.989974937	0.889175258	0.857142857	0.885583524
WBBC	sd2406	0.991829038	0.901098901	0.884615385	0.898190045
WBBC	sd2407	0.991880075	0.891246684	0.909090909	0.893518519
WBBC	sd2408	0.991740788	0.857881137	0.916666667	0.867102397
WBBC	sd2409	0.992953235	0.889688249	0.818181818	0.881355932
WBBC	sd2410	0.992467043	0.884210526	0.9	0.886363636
WBBC	sd2411	0.991864831	0.874666667	0.816666667	0.866666667
WBBC	sd2412	0.990571967	0.904509284	0.784615385	0.886877828
WBBC	sd2413	0.993180409	0.877906977	0.881578947	0.878571429
WBBC	sd2414	0.988593156	0.870886076	0.833333333	0.865934066
WBBC	sd2415	0.99376947	0.892857143	0.90625	0.894859813
WBBC	sd2416	0.992366412	0.8975	0.868852459	0.893709328
WBBC	sd2417	0.992424242	0.906329114	0.907407407	0.906458797
WBBC	sd2418	0.990506329	0.890306122	0.885245902	0.889624724
WBBC	sd2419	0.989355041	0.882513661	0.814285714	0.871559633
WBBC	sd2420	0.993932039	0.87804878	0.807017544	0.867532468
WBBC	sd2421	0.991421569	0.892215569	0.850746269	0.885286783
WBBC	sd2422	0.990055935	0.895442359	0.882352941	0.893867925
WBBC	sd2423	0.989486704	0.873595506	0.883333333	0.875
WBBC	sd2425	0.993730408	0.892388451	0.912280702	0.894977169
WBBC	sd2426	0.992523364	0.899135447	0.87654321	0.894859813
WBBC	sd2427	0.987692308	0.921126761	0.849056604	0.911764706
WBBC	sd2428	0.990049751	0.884831461	0.884057971	0.884705882
WBBC	sd2429	0.990506329	0.860696517	0.941176471	0.869757174
WBBC	sd2430	0.989480198	0.873563218	0.869565217	0.872901679
WBBC	sd2431	0.990607389	0.872282609	0.867647059	0.871559633
WBBC	sd2432	0.987341772	0.875318066	0.85	0.87196468
WBBC	sd2433	0.995058678	0.903581267	0.901960784	0.903381643
WBBC	sd2434	0.988672121	0.909560724	0.824561404	0.898648649
WBBC	sd2435	0.991975309	0.88184438	0.939393939	0.891041162
WBBC	sd2436	0.99128269	0.84097035	0.875	0.845433255
WBBC	sd2437	0.992606285	0.927113703	0.850746269	0.914634146
WBBC	sd2438	0.9875467	0.892351275	0.972972973	0.906323185
WBBC	sd2439	0.991244528	0.901856764	0.912280702	0.903225806
WBBC	sd2440	0.98860038	0.898734177	0.881355932	0.896475771
WBBC	sd2441	0.99695122	0.88252149	0.931818182	0.888040712
WBBC	sd2442	0.989930774	0.896174863	0.871794872	0.891891892
WBBC	sd2443	0.990660025	0.898395722	0.905660377	0.899297424
WBBC	sd2444	0.992638037	0.911428571	0.830188679	0.900744417
WBBC	sd2445	0.991829038	0.916449086	0.830508475	0.904977376
WBBC	sd2446	0.992409867	0.865435356	0.876712329	0.867256637
WBBC	sd2447	0.989544895	0.892045455	0.872727273	0.889434889
WBBC	sd2448	0.989937107	0.888888889	0.830769231	0.880361174
WBBC	sd2449	0.991363356	0.895480226	0.896551724	0.895631068
WBBC	sd2450	0.994357367	0.881889764	0.789473684	0.869863014
WBBC	sd2451	0.99381953	0.899135447	0.911764706	0.901204819
WBBC	sd2452	0.993059937	0.908376963	0.833333333	0.897321429
WBBC	sd2453	0.989937107	0.898172324	0.8	0.884875847
WBBC	sd2454	0.996233522	0.915343915	0.85483871	0.906818182
WBBC	sd2455	0.99255121	0.889807163	0.915254237	0.893364929
WBBC	sd2456	0.988707654	0.890957447	0.888888889	0.890660592
WBBC	sd2457	0.988087774	0.912371134	0.92	0.913242009
WBBC	sd2458	0.993268054	0.910144928	0.888888889	0.90726817
WBBC	sd2459	0.990625	0.896	0.862068966	0.891454965
WBBC	sd2460	0.989144317	0.898263027	0.890625	0.897216274
WBBC	sd2461	0.992019644	0.90778098	0.894736842	0.905940594
WBBC	sd2462	0.993214065	0.88121547	0.88	0.881067961
WBBC	sd2463	0.986241401	0.893782383	0.9375	0.898617512
WBBC	sd2464	0.990671642	0.842541436	0.825396825	0.84
WBBC	sd2465	0.992514036	0.889487871	0.898305085	0.890697674
WBBC	sd2466	0.990074442	0.882352941	0.9375	0.890736342
WBBC	sd2467	0.991829038	0.89893617	0.833333333	0.889140271
WBBC	sd2468	0.993753904	0.894308943	0.873015873	0.891203704
WBBC	sd2469	0.989151244	0.890025575	0.893333333	0.89055794
WBBC	sd2470	0.988672121	0.884408602	0.902777778	0.887387387
WBBC	sd2471	0.991116751	0.871727749	0.84	0.866520788
WBBC	sd2472	0.991945477	0.885154062	0.822580645	0.875894988
WBBC	sd2473	0.987600744	0.897222222	0.916666667	0.9
WBBC	sd2474	0.99012955	0.895316804	0.816326531	0.88592233
WBBC	sd2475	0.988110138	0.915531335	0.897058824	0.912643678
WBBC	sd2476	0.993197279	0.901369863	0.843137255	0.894230769
WBBC	sd2477	0.986172219	0.908602151	0.828571429	0.895927602
WBBC	sd2478	0.993800372	0.89010989	0.803571429	0.878571429
WBBC	sd2479	0.988072819	0.891666667	0.95	0.902272727
WBBC	sd2480	0.98879203	0.899736148	0.916666667	0.901639344
WBBC	sd2481	0.992467043	0.894878706	0.913043478	0.897727273
WBBC	sd2482	0.991803279	0.894871795	0.824561404	0.88590604
WBBC	sd2483	0.994458128	0.875	0.859649123	0.872860636
WBBC	sd2484	0.990648379	0.901960784	0.847222222	0.892773893
WBBC	sd2485	0.987600744	0.929775281	0.875	0.921428571
WBBC	sd2486	0.988742964	0.892857143	0.885714286	0.891705069
WBBC	sd2487	0.991834171	0.902631579	0.868852459	0.897959184
WBBC	sd2488	0.991792929	0.889460154	0.95	0.897550111
WBBC	sd2489	0.991315136	0.904494382	0.892307692	0.902612827
WBBC	sd2490	0.984078383	0.892966361	0.890410959	0.8925
WBBC	sd2491	0.98488665	0.908136483	0.890625	0.905617978
WBBC	sd2492	0.990055935	0.903846154	0.85	0.896226415
WBBC	sd2493	0.988686361	0.872679045	0.907692308	0.877828054
WBBC	sd2494	0.990482234	0.871604938	0.903846154	0.875273523
WBBC	sd2495	0.991331269	0.907042254	0.904761905	0.906698565
WBBC	sd2497	0.992376112	0.864864865	0.846153846	0.862745098
WBBC	sd2498	0.991150442	0.873350923	0.875	0.873614191
WBBC	sd2499	0.990451941	0.915632754	0.762711864	0.896103896
WBBC	sd2500	0.990018715	0.905660377	0.796610169	0.890697674
WBBC	sd2501	0.989867004	0.878947368	0.878378378	0.878854626
WBBC	sd2502	0.991358025	0.905817175	0.903846154	0.905569007
WBBC	sd2503	0.987507808	0.862796834	0.849056604	0.861111111
WBBC	sd2504	0.99003736	0.907651715	0.770833333	0.892271663
WBBC	sd2505	0.987405542	0.906005222	0.870967742	0.901123596
WBBC	sd2506	0.98860038	0.906801008	0.842105263	0.898678414
WBBC	sd2507	0.991818754	0.894056848	0.912280702	0.896396396
WBBC	sd2508	0.991725016	0.859693878	0.814285714	0.852813853
WBBC	sd2509	0.993073048	0.903896104	0.866666667	0.898876404
WBBC	sd2510	0.991735537	0.896984925	0.903225806	0.897826087
WBBC	sd2511	0.99144777	0.872340426	0.850746269	0.868686869
WBBC	sd2512	0.990630856	0.914209115	0.779661017	0.895833333
WBBC	sd2513	0.988672121	0.8956743	0.882352941	0.894144144
WBBC	sd2514	0.991885144	0.851540616	0.891891892	0.858468677
WBBC	sd2515	0.991255465	0.901685393	0.855263158	0.893518519
WBBC	sd2516	0.992523364	0.889473684	0.895833333	0.890186916
WBBC	sd2517	0.991336634	0.875690608	0.836363636	0.870503597
WBBC	sd2518	0.991255465	0.889196676	0.873239437	0.886574074
WBBC	sd2519	0.992601726	0.909340659	0.85106383	0.902676399
WBBC	sd2520	0.986049461	0.882205514	0.894736842	0.88377193
WBBC	sd2521	0.986111111	0.864229765	0.848484848	0.861915367
WBBC	sd2523	0.986817326	0.935233161	0.796296296	0.918181818
WBBC	sd2524	0.990630856	0.884297521	0.898550725	0.886574074
WBBC	sd2525	0.988198758	0.876790831	0.891891892	0.879432624
WBBC	sd2526	0.994959042	0.861256545	0.96875	0.876681614
WBBC	sd2527	0.991693291	0.888040712	0.84	0.88034188
WBBC	sd2528	0.993184634	0.917582418	0.854545455	0.909307876
WBBC	sd2529	0.995622264	0.902887139	0.924528302	0.905529954
WBBC	sd2530	0.993112085	0.863874346	0.944444444	0.873853211
WBBC	sd2531	0.99	0.890080429	0.95	0.898383372
WBBC	sd2532	0.992462312	0.907407407	0.825396825	0.89569161
WBBC	sd2533	0.988139825	0.860589812	0.931034483	0.870069606
WBBC	sd2534	0.993618379	0.87755102	0.837837838	0.871244635
WBBC	sd2535	0.991239049	0.901333333	0.783333333	0.885057471
WBBC	sd2536	0.989981215	0.870619946	0.907692308	0.876146789
WBBC	sd2537	0.996277916	0.901685393	0.876923077	0.897862233
WBBC	sd2538	0.992509363	0.892105263	0.882352941	0.890951276
WBBC	sd2539	0.992380952	0.891472868	0.85915493	0.886462882
WBBC	sd2540	0.991798107	0.900763359	0.836363636	0.892857143
WBBC	sd2541	0.988957055	0.861189802	0.92	0.868486352
WBBC	sd2542	0.98792117	0.880102041	0.897058824	0.882608696
WBBC	sd2543	0.993086109	0.91292876	0.80952381	0.898190045
WBBC	sd2544	0.993154947	0.91005291	0.833333333	0.901408451
WBBC	sd2545	0.991331269	0.926027397	0.849056604	0.916267943
WBBC	sd2546	0.991255465	0.869333333	0.824561404	0.863425926
WBBC	sd2547	0.996214511	0.879699248	0.897959184	0.881696429
WBBC	sd2548	0.993792675	0.879213483	0.924242424	0.886255924
WBBC	sd2549	0.990464081	0.882352941	0.898550725	0.884782609
WBBC	sd2550	0.992583436	0.895027624	0.849056604	0.889156627
WBBC	sd2551	0.991161616	0.876606684	0.883333333	0.877505568
WBBC	sd2552	0.99205379	0.896449704	0.915254237	0.899244332
WBBC	sd2553	0.989962359	0.898172324	0.821428571	0.888382688
WBBC	sd2554	0.989879823	0.898477157	0.896551724	0.898230088
WBBC	sd2555	0.986267166	0.905405405	0.885245902	0.902552204
WBBC	sd2556	0.987357775	0.877984085	0.810810811	0.866962306
WBBC	sd2557	0.997506234	0.9	0.949152542	0.906759907
WBBC	sd2558	0.993792675	0.888579387	0.904761905	0.890995261
WBBC	sd2559	0.988728867	0.902702703	0.772727273	0.883027523
WBBC	sd2560	0.99070632	0.932960894	0.901639344	0.928400955
WBBC	sd2561	0.989943432	0.888311688	0.807017544	0.877828054
WBBC	sd2562	0.987452949	0.917333333	0.890625	0.913439636
WBBC	sd2563	0.986598596	0.88	0.893939394	0.881974249
WBBC	sd2565	0.993112085	0.869918699	0.865671642	0.869266055
WBBC	sd2566	0.990184049	0.912386707	0.888888889	0.908188586
WBBC	sd2567	0.993714645	0.91383812	0.898305085	0.911764706
WBBC	sd2568	0.986866792	0.884408602	0.903225806	0.887096774
WBBC	sd2569	0.991315136	0.873994638	0.791666667	0.864608076
WBBC	sd2570	0.993077407	0.898989899	0.854166667	0.894144144
WBBC	sd2571	0.993205683	0.902857143	0.890625	0.900966184
WBBC	sd2572	0.991782554	0.908163265	0.881355932	0.904656319
WBBC	sd2573	0.994910941	0.886075949	0.893939394	0.887201735
WBBC	sd2574	0.989321608	0.855955679	0.85	0.854875283
WBBC	sd2576	0.9925	0.908839779	0.929577465	0.912240185
WBBC	sd2578	0.993861265	0.905444126	0.836363636	0.896039604
WBBC	sd2579	0.984394507	0.880636605	0.851851852	0.877030162
WBBC	sd2580	0.990700558	0.890449438	0.84375	0.883333333
WBBC	sd2581	0.989301447	0.887755102	0.807692308	0.878378378
WBBC	sd2582	0.986767486	0.885026738	0.861111111	0.881165919
WBBC	sd2583	0.9894081	0.900826446	0.861538462	0.894859813
WBBC	sd2585	0.996266335	0.895184136	0.95890411	0.906103286
WBBC	sd2586	0.990729295	0.907042254	0.766666667	0.886746988
WBBC	sd2587	0.987413468	0.876963351	0.935483871	0.885135135
WBBC	sd2588	0.990660025	0.885558583	0.866666667	0.882903981
WBBC	sd2589	0.992490613	0.867605634	0.8875	0.871264368
WBBC	sd2590	0.993011436	0.890052356	0.909090909	0.893246187
WBBC	sd2591	0.986809045	0.9	0.887323944	0.897959184
WBBC	sd2592	0.990607389	0.875	0.9	0.878440367
WBBC	sd2593	0.994328922	0.909774436	0.85106383	0.903587444
WBBC	sd2594	0.987600744	0.855932203	0.878787879	0.85952381
WBBC	sd2596	0.989943432	0.879581152	0.85	0.875565611
WBBC	sd2597	0.991910392	0.891117479	0.87012987	0.887323944
WBBC	sd2598	0.989381636	0.902631579	0.884615385	0.900462963
WBBC	sd2599	0.989460632	0.876056338	0.892307692	0.878571429
WBBC	sd2600	0.995686999	0.893442623	0.795454545	0.882926829
WBBC	sd2601	0.98984127	0.923705722	0.868131868	0.912663755
WBBC	sd2602	0.988621997	0.847368421	0.85915493	0.849223947
WBBC	sd2603	0.990595611	0.899470899	0.866666667	0.894977169
WBBC	sd2604	0.991277259	0.89373297	0.836065574	0.885514019
WBBC	sd2605	0.990589711	0.888297872	0.857142857	0.883826879
WBBC	sd2606	0.991869919	0.904509284	0.947368421	0.910138249
WBBC	sd2607	0.991520291	0.892307692	0.929824561	0.897905759
WBBC	sd2608	0.989473684	0.892655367	0.859375	0.887559809
WBBC	sd2609	0.988065327	0.884718499	0.720588235	0.859410431
WBBC	sd2610	0.985819975	0.906432749	0.811594203	0.890510949
WBBC	sd2611	0.992588017	0.9	0.905405405	0.900966184
WBBC	sd2612	0.985696517	0.84109589	0.85	0.842352941
WBBC	sd2613	0.991813602	0.893129771	0.961538462	0.901123596
WBBC	sd2614	0.990135635	0.915014164	0.913793103	0.914841849
WBBC	sd2615	0.996849401	0.898477157	0.865384615	0.894618834
WBBC	sd2616	0.991925466	0.9	0.830188679	0.891252955
WBBC	sd2617	0.991885144	0.891246684	0.888888889	0.890951276
WBBC	sd2618	0.9875467	0.891364903	0.926470588	0.896955504
WBBC	sd2619	0.990196078	0.905714286	0.941176471	0.910224439
WBBC	sd2620	0.990677439	0.878453039	0.870967742	0.877358491
WBBC	sd2621	0.987616099	0.897222222	0.862068966	0.892344498
WBBC	sd2622	0.985854859	0.892351275	0.907407407	0.894348894
WBBC	sd2623	0.990774908	0.878116343	0.934782609	0.884520885
WBBC	sd2624	0.991255465	0.884408602	0.85	0.87962963
WBBC	sd2625	0.991384615	0.888252149	0.949152542	0.897058824
WBBC	sd2626	0.987373737	0.884514436	0.897058824	0.886414254
WBBC	sd2628	0.991239049	0.876963351	0.849056604	0.873563218
WBBC	sd2629	0.988139825	0.913978495	0.881355932	0.909512761
WBBC	sd2630	0.988407566	0.875	0.931034483	0.883248731
WBBC	sd2631	0.993046776	0.916030534	0.948275862	0.920177384
WBBC	sd2632	0.990665837	0.886426593	0.846153846	0.88028169
WBBC	sd2633	0.993037975	0.894736842	0.835616438	0.885209713
WBBC	sd2634	0.991859737	0.884514436	0.927272727	0.889908257
WBBC	sd2635	0.987538941	0.887700535	0.87037037	0.885514019
WBBC	sd2636	0.988476312	0.851485149	0.820895522	0.847133758
WBBC	sd2637	0.99140577	0.899713467	0.890909091	0.898514851
WBBC	sd2638	0.991298943	0.891008174	0.964912281	0.900943396
WBBC	sd2639	0.99009901	0.906593407	0.886792453	0.904076739
WBBC	sd2640	0.99380805	0.889189189	0.916666667	0.892344498
WBBC	sd2642	0.994292961	0.883419689	0.9	0.885964912
WBBC	sd2643	0.986093552	0.863291139	0.910714286	0.869179601
WBBC	sd2645	0.992518703	0.894878706	0.896551724	0.895104895
WBBC	sd2646	0.989130435	0.907542579	0.879310345	0.904051173
WBBC	sd2647	0.991244528	0.864864865	0.890625	0.868663594
WBBC	sd2648	0.991260924	0.873595506	0.893333333	0.877030162
WBBC	sd2649	0.990723562	0.890207715	0.835443038	0.879807692
WBBC	sd2650	0.994310999	0.872395833	0.850746269	0.869179601
WBBC	sd2651	0.991111111	0.896725441	0.901639344	0.897379913
WBBC	sd2652	0.990607389	0.879032258	0.8125	0.869266055
WBBC	sd2653	0.990554156	0.883783784	0.853333333	0.878651685
WBBC	sd2654	0.98860038	0.888059701	0.865384615	0.885462555
WBBC	sd2655	0.99068323	0.906593407	0.847457627	0.898345154
WBBC	sd2656	0.992514036	0.891666667	0.914285714	0.895348837
WBBC	sd2657	0.992390615	0.895939086	0.887096774	0.894736842
WBBC	sd2658	0.987623762	0.88	0.791044776	0.865707434
WBBC	sd2660	0.99128269	0.884831461	0.85915493	0.880562061
WBBC	sd2661	0.990111248	0.881868132	0.901960784	0.884337349
WBBC	sd2662	0.988895743	0.915966387	0.872727273	0.910194175
WBBC	sd2663	0.993682881	0.883289125	0.863013699	0.88
WBBC	sd2664	0.988868275	0.865546218	0.898305085	0.870192308
WBBC	sd2666	0.992092457	0.855828221	0.793650794	0.845758355
WBBC	sd2667	0.993086109	0.892105263	0.903225806	0.893665158
WBBC	sd2668	0.989381636	0.91383812	0.816326531	0.902777778
WBBC	sd2669	0.989937107	0.909333333	0.838235294	0.898419865
WBBC	sd2670	0.991315136	0.855978261	0.811320755	0.850356295
WBBC	sd2671	0.98818408	0.881868132	0.901639344	0.884705882
WBBC	sd2672	0.988693467	0.89119171	0.909090909	0.893424036
WBBC	sd2673	0.986784141	0.903225806	0.875	0.898648649
WBBC	sd2674	0.99068323	0.901685393	0.820895522	0.888888889
WBBC	sd2675	0.991818754	0.868632708	0.929577465	0.878378378
WBBC	sd2676	0.989473684	0.904225352	0.952380952	0.911483254
WBBC	sd2677	0.991244528	0.88	0.86440678	0.877880184
WBBC	sd2678	0.991341991	0.873563218	0.911764706	0.879807692
WBBC	sd2679	0.990797546	0.905982906	0.807692308	0.893300248
WBBC	sd2680	0.991839297	0.876344086	0.838235294	0.870454545
WBBC	sd2681	0.994996873	0.89373297	0.835820896	0.884792627
WBBC	sd2682	0.989427861	0.913279133	0.821428571	0.901176471
WBBC	sd2683	0.990654206	0.877437326	0.855072464	0.873831776
WBBC	sd2684	0.990018715	0.887179487	0.85	0.88372093
WBBC	sd2685	0.98860038	0.899484536	0.818181818	0.887665198
WBBC	sd2686	0.991111111	0.918367347	0.833333333	0.906113537
WBBC	sd2687	0.996226415	0.912	0.882352941	0.90744921
WBBC	sd2688	0.992523364	0.885869565	0.883333333	0.885514019
WBBC	sd2689	0.991172762	0.905128205	0.912280702	0.906040268
WBBC	sd2690	0.991233563	0.889168766	0.820512821	0.883027523
WBBC	sd2691	0.990220049	0.881097561	0.942028986	0.891687657
WBBC	sd2692	0.987997473	0.906493506	0.846153846	0.897777778
WBBC	sd2693	0.992546584	0.893678161	0.893333333	0.893617021
WBBC	sd2694	0.991869919	0.88976378	0.849056604	0.884792627
WBBC	sd2695	0.994292961	0.913580247	0.901960784	0.912280702
WBBC	sd2696	0.993765586	0.882978723	0.886792453	0.883449883
WBBC	sd2697	0.989596083	0.90504451	0.870967742	0.899749373
WBBC	sd2698	0.993230769	0.849002849	0.824561404	0.845588235
WBBC	sd2699	0.991859737	0.877333333	0.836065574	0.871559633
WBBC	sd2700	0.988757027	0.890666667	0.842105263	0.884259259
WBBC	sd2701	0.991315136	0.924119241	0.846153846	0.914489311
WBBC	sd2702	0.992390615	0.9	0.818181818	0.888157895
WBBC	sd2703	0.992462312	0.894878706	0.928571429	0.900226757
WBBC	sd2704	0.990774908	0.914285714	0.859649123	0.906633907
