panel	sample	AA_ccd	AB_ccd	BB_ccd	NR_ccd
OKG	jx2207	0.985136742	0.868493151	0.824561404	0.862559242
OKG	jx2208	0.985932722	0.892156863	0.868852459	0.8891258
OKG	jx2211	0.982241274	0.853658537	0.819672131	0.8492569
OKG	jx2212	0.981862152	0.831168831	0.8	0.826666667
OKG	jx2213	0.989684466	0.855329949	0.870967742	0.85745614
OKG	jx2214	0.989215099	0.885245902	0.884057971	0.885057471
OKG	jx2215	0.99205379	0.861650485	0.785714286	0.852564103
OKG	jx2216	0.988477865	0.845744681	0.82278481	0.841758242
OKG	jx2217	0.987995198	0.868073879	0.830508475	0.863013699
OKG	jx2219	0.983636364	0.861460957	0.824561404	0.856828194
OKG	jx2220	0.98742515	0.877384196	0.791044776	0.8640553
OKG	jx2221	0.984029484	0.868486352	0.876712329	0.869747899
OKG	jx2223	0.988574865	0.815789474	0.819672131	0.816326531
OKG	jx2224	0.983193277	0.85828877	0.828125	0.853881279
OKG	jx2225	0.984421809	0.833333333	0.773333333	0.822988506
OKG	jx2228	0.987661937	0.868292683	0.876712329	0.869565217
OKG	jx2229	0.984165652	0.851010101	0.818181818	0.846320346
OKG	jx2230	0.991458206	0.855297158	0.871794872	0.858064516
OKG	jx2231	0.984356197	0.857908847	0.768115942	0.843891403
OKG	jx2232	0.986601705	0.868613139	0.803921569	0.861471861
OKG	jx2233	0.986891386	0.841726619	0.917647059	0.854581673
OKG	jx2234	0.987782529	0.874358974	0.857142857	0.871520343
OKG	jx2235	0.986996904	0.840963855	0.851351351	0.842535787
OKG	jx2236	0.989678203	0.865979381	0.811594203	0.857768053
OKG	jx2237	0.988609113	0.864	0.803278689	0.855504587
OKG	jx2238	0.985576923	0.858666667	0.830769231	0.854545455
OKG	jx2240	0.989602446	0.850241546	0.909090909	0.857142857
OKG	jx2241	0.9897343	0.864	0.904109589	0.870535714
OKG	jx2242	0.985559567	0.856749311	0.848101266	0.85520362
OKG	jx2243	0.985906863	0.855696203	0.766233766	0.841101695
OKG	jx2245	0.989589712	0.86977887	0.828125	0.864118896
OKG	jx2246	0.987179487	0.862650602	0.803921569	0.856223176
OKG	jx2249	0.982885086	0.873170732	0.724137931	0.854700855
OKG	jx2251	0.990952955	0.87037037	0.823529412	0.8632287
OKG	jx2253	0.986469865	0.852941176	0.9	0.859832636
OKG	jx2254	0.988066826	0.855585831	0.803278689	0.848130841
OKG	jx2255	0.984459056	0.865546218	0.878378378	0.86774942
OKG	jx2257	0.985880909	0.906921241	0.857142857	0.901052632
OKG	jx2258	0.988286067	0.853960396	0.769230769	0.840248963
OKG	jx2260	0.984261501	0.858267717	0.85915493	0.85840708
OKG	jx2262	0.984117288	0.829207921	0.777777778	0.822269807
OKG	jx2263	0.989143546	0.886543536	0.940298507	0.894618834
OKG	jx2264	0.986453202	0.840963855	0.846153846	0.841666667
OKG	jx2265	0.989493201	0.874698795	0.901408451	0.878600823
OKG	jx2268	0.989596083	0.869458128	0.78125	0.857446809
OKG	jx2269	0.984337349	0.852242744	0.830769231	0.849099099
OKG	jx2271	0.986161252	0.833333333	0.810344828	0.830316742
OKG	jx2272	0.986244019	0.846361186	0.852459016	0.847222222
OKG	jx2275	0.989832536	0.886842105	0.903846154	0.888888889
OKG	jx2277	0.985533454	0.869565217	0.896103896	0.874157303
OKG	jx2278	0.984830097	0.854219949	0.830769231	0.850877193
OKG	jx2279	0.991400491	0.838630807	0.791044776	0.831932773
OKG	jx2281	0.981807512	0.890965732	0.898734177	0.8925
OKG	jx2282	0.990694789	0.872941176	0.820895522	0.865853659
OKG	jx2285	0.986698912	0.860103627	0.6875	0.835555556
OKG	jx2286	0.988271605	0.844282238	0.890410959	0.851239669
OKG	jx2287	0.985515993	0.853470437	0.913793103	0.861297539
OKG	jx2291	0.988038278	0.874331551	0.879310345	0.875
OKG	jx2292	0.985697259	0.877094972	0.808823529	0.866197183
OKG	jx2295	0.991484185	0.854271357	0.903225806	0.860869565
OKG	jx2297	0.982057416	0.823218997	0.867924528	0.828703704
OKG	jx2298	0.981166464	0.888077859	0.829787234	0.88209607
OKG	jx2300	0.983506414	0.844155844	0.841463415	0.843683084
OKG	jx2301	0.981884058	0.926952141	0.843137255	0.917410714
OKG	jx2304	0.987646695	0.891891892	0.769230769	0.872164948
OKG	jx2305	0.985890653	0.849358974	0.901098901	0.861042184
OKG	jx2307	0.982370821	0.876884422	0.819672131	0.869281046
OKG	jx2308	0.989017694	0.852331606	0.848101266	0.851612903
OKG	jx2310	0.986618005	0.838554217	0.888888889	0.843478261
OKG	jx2312	0.987767584	0.848557692	0.773584906	0.840085288
OKG	jx2313	0.987124464	0.86453202	0.895522388	0.868921776
OKG	jx2315	0.98920216	0.893048128	0.777777778	0.876430206
OKG	jx2316	0.985276074	0.876213592	0.806451613	0.867088608
OKG	jx2319	0.985410334	0.86318408	0.894736842	0.867102397
OKG	jx2320	0.992642551	0.861538462	0.78313253	0.847780127
OKG	jx2324	0.983656174	0.882352941	0.819672131	0.873893805
OKG	jx2325	0.989110708	0.842783505	0.80952381	0.838137472
OKG	jx2326	0.986035216	0.854636591	0.793103448	0.846827133
OKG	jx2329	0.985454545	0.896202532	0.86440678	0.892070485
OKG	jx2330	0.989634146	0.851282051	0.756756757	0.836206897
OKG	jx2331	0.985671642	0.865921788	0.887323944	0.869463869
OKG	jx2332	0.985889571	0.844827586	0.838235294	0.843881857
OKG	jx2333	0.992215569	0.854497354	0.839285714	0.852534562
OKG	jx2335	0.985166873	0.868235294	0.852459016	0.866255144
OKG	jx2339	0.980356047	0.878281623	0.910714286	0.882105263
OKG	jx2340	0.987841945	0.876574307	0.838709677	0.871459695
OKG	jx2341	0.980120482	0.865979381	0.875	0.867117117
OKG	jx2343	0.988554217	0.857142857	0.779661017	0.846846847
OKG	jx2344	0.987124464	0.856777494	0.853658537	0.856236786
OKG	jx2346	0.988703924	0.876033058	0.813559322	0.867298578
OKG	jx2347	0.992757996	0.839285714	0.818181818	0.836689038
OKG	jx2348	0.986762936	0.841823056	0.826086957	0.839366516
OKG	jx2350	0.986035216	0.882198953	0.88	0.881838074
OKG	jx2351	0.983050847	0.859007833	0.913043478	0.867256637
OKG	jx2352	0.986241401	0.875	0.835616438	0.869306931
OKG	jx2353	0.987349398	0.850129199	0.771929825	0.84009009
OKG	jx2356	0.986802639	0.841823056	0.859375	0.844393593
OKG	jx2359	0.990226023	0.85995086	0.916666667	0.867237687
OKG	jx2360	0.990184049	0.813397129	0.785714286	0.810126582
OKG	jx2362	0.984875983	0.847117794	0.807692308	0.842572062
OKG	jx2364	0.985524729	0.875661376	0.808823529	0.865470852
OKG	jx2365	0.985515993	0.860465116	0.883333333	0.863534676
OKG	jx2367	0.981257557	0.817721519	0.818181818	0.817777778
OKG	jx2369	0.98597561	0.895883777	0.862745098	0.892241379
OKG	jx2371	0.986436498	0.850374065	0.925925926	0.863070539
OKG	jx2373	0.987929994	0.857923497	0.87654321	0.861297539
OKG	jx2377	0.989634146	0.857843137	0.875	0.859913793
OKG	jx2378	0.989104116	0.864450128	0.885245902	0.867256637
OKG	jx2380	0.986698912	0.860759494	0.854545455	0.86
OKG	jx2381	0.984624483	0.867816092	0.846153846	0.86440678
OKG	jx2388	0.982916412	0.859564165	0.846153846	0.858064516
OKG	jx2389	0.982509047	0.85786802	0.865384615	0.858744395
OKG	jx2396	0.986714976	0.878306878	0.757142857	0.859375
OKG	jx2398	0.984223301	0.865	0.857142857	0.864035088
OKG	jx2399	0.98441247	0.840314136	0.907407407	0.848623853
OKG	jx2400	0.988293284	0.84729064	0.773333333	0.835758836
OKG	jx2401	0.987210719	0.873786408	0.86	0.872294372
OKG	jx2402	0.988364972	0.879901961	0.825396825	0.872611465
OKG	jx2403	0.99031477	0.890909091	0.910447761	0.89380531
OKG	jx2404	0.989640463	0.87037037	0.847058824	0.866090713
OKG	jx2408	0.987234043	0.83046683	0.807692308	0.82788671
OKG	jx2410	0.988656716	0.857142857	0.902777778	0.864801865
OKG	jx2412	0.983020012	0.842639594	0.852459016	0.843956044
OKG	jx2414	0.986794718	0.856	0.936507937	0.867579909
OKG	jx2416	0.987893462	0.863402062	0.859375	0.862831858
OKG	jx2417	0.987944545	0.869333333	0.928571429	0.878651685
OKG	jx2418	0.990969296	0.858310627	0.855263158	0.85778781
OKG	jx2420	0.987782529	0.880597015	0.876923077	0.880085653
OKG	jx2422	0.986989947	0.877777778	0.886792453	0.878934625
OKG	jx2423	0.986358244	0.879213483	0.822580645	0.870813397
OKG	jx2424	0.985410334	0.870801034	0.861111111	0.869281046
OKG	jx2425	0.989272944	0.863760218	0.762711864	0.849765258
OKG	jx2426	0.987171655	0.871359223	0.909090909	0.875802998
OKG	jx2427	0.9897343	0.83106267	0.790123457	0.823660714
OKG	jx2429	0.990447761	0.858356941	0.868421053	0.86013986
OKG	jx2430	0.986527863	0.850490196	0.857142857	0.851380042
OKG	jx2431	0.991550996	0.853470437	0.844827586	0.852348993
OKG	jx2432	0.978606357	0.880668258	0.857142857	0.878205128
OKG	jx2434	0.989499691	0.860294118	0.779220779	0.84742268
OKG	jx2435	0.98068799	0.868766404	0.803030303	0.859060403
OKG	jx2438	0.990920097	0.82460733	0.771428571	0.816371681
OKG	jx2439	0.989240885	0.843406593	0.820895522	0.839907193
OKG	jx2440	0.981042654	0.851851852	0.769230769	0.838942308
OKG	jx2442	0.987922705	0.856020942	0.863636364	0.857142857
OKG	jx2443	0.97948099	0.8515625	0.793650794	0.843400447
OKG	jx2445	0.987045034	0.871604938	0.807692308	0.861283644
OKG	jx2446	0.986374408	0.880555556	0.892857143	0.882211538
OKG	jx2447	0.985092427	0.85026738	0.886792453	0.854800937
OKG	jx2448	0.982999393	0.840506329	0.838709677	0.840262582
OKG	jx2449	0.988470874	0.879356568	0.734939759	0.853070175
OKG	jx2450	0.987311178	0.860103627	0.873015873	0.861915367
OKG	jx2451	0.98969697	0.856396867	0.845070423	0.854625551
OKG	jx2452	0.986094317	0.866323907	0.885245902	0.868888889
OKG	jx2453	0.988357843	0.852941176	0.828125	0.849576271
OKG	jx2455	0.98977136	0.880952381	0.8125	0.871040724
OKG	jx2456	0.988249845	0.845070423	0.885245902	0.850102669
OKG	jx2459	0.985374771	0.850515464	0.906666667	0.859611231
OKG	jx2460	0.991452991	0.846347607	0.811594203	0.841201717
OKG	jx2462	0.98781231	0.80952381	0.90625	0.822894168
OKG	jx2464	0.989084294	0.855670103	0.880597015	0.859340659
OKG	jx2465	0.991358025	0.877934272	0.879310345	0.878099174
OKG	jx2467	0.994054697	0.877777778	0.774193548	0.862559242
OKG	jx2468	0.981435644	0.863207547	0.875	0.864754098
OKG	jx2469	0.986802639	0.875661376	0.847457627	0.871853547
OKG	jx2471	0.987849332	0.879795396	0.805970149	0.868995633
OKG	jx2472	0.988533494	0.81038961	0.806451613	0.8098434
OKG	jx2474	0.987045034	0.857487923	0.884057971	0.861283644
OKG	jx2476	0.988997555	0.858942065	0.802816901	0.85042735
OKG	jx2477	0.986826347	0.846560847	0.892857143	0.852534562
OKG	jx2479	0.990875912	0.893564356	0.857142857	0.889130435
OKG	jx2480	0.975015235	0.860696517	0.868852459	0.861771058
OKG	jx2481	0.986060606	0.850129199	0.835820896	0.848017621
OKG	jx2482	0.992168675	0.882352941	0.924528302	0.887387387
OKG	jx2484	0.987124464	0.847328244	0.8875	0.854122622
OKG	jx2485	0.99017199	0.842105263	0.896103896	0.850840336
OKG	jx2486	0.984643735	0.858513189	0.830508475	0.855042017
OKG	jx2487	0.986511343	0.878281623	0.833333333	0.873150106
OKG	jx2488	0.98034398	0.877990431	0.775862069	0.865546218
OKG	jx2489	0.98540146	0.821989529	0.871794872	0.830434783
OKG	jx2490	0.988609113	0.846361186	0.846153846	0.846330275
OKG	jx2492	0.988386308	0.872180451	0.898550725	0.876068376
OKG	jx2494	0.991039427	0.890140845	0.853333333	0.88372093
OKG	jx2497	0.987249545	0.849246231	0.762711864	0.838074398
OKG	jx2499	0.990808824	0.872860636	0.857142857	0.870762712
OKG	jx2500	0.990825688	0.878712871	0.815384615	0.869936034
OKG	jx2501	0.987661937	0.862318841	0.826086957	0.857142857
OKG	jx2503	0.982853644	0.841975309	0.909090909	0.851380042
OKG	jx2504	0.985645933	0.818918919	0.919354839	0.833333333
OKG	jx2507	0.992775436	0.88547486	0.741176471	0.85778781
OKG	jx2508	0.984939759	0.900269542	0.808219178	0.885135135
OKG	jx2517	0.983918999	0.871148459	0.838235294	0.865882353
OKG	jx2519	0.987053021	0.857506361	0.876404494	0.860995851
OKG	jx2520	0.985815603	0.898843931	0.848484848	0.890776699
OKG	jx2522	0.989071038	0.853846154	0.850746269	0.853391685
OKG	jx2524	0.984975962	0.85078534	0.862068966	0.852272727
OKG	jx2525	0.985811228	0.873786408	0.788732394	0.861283644
OKG	jx2527	0.987929994	0.863049096	0.866666667	0.863534676
OKG	jx2529	0.98597561	0.81598063	0.823529412	0.816810345
OKG	jx2530	0.99202454	0.872773537	0.851851852	0.869198312
OKG	jx2532	0.985611511	0.824324324	0.772727273	0.816513761
OKG	jx2533	0.98429003	0.87371134	0.93442623	0.881959911
OKG	jx2535	0.98955774	0.853233831	0.878378378	0.857142857
OKG	jx2536	0.98441247	0.852631579	0.785714286	0.844036697
OKG	jx2538	0.986935867	0.864640884	0.844827586	0.861904762
OKG	jx2540	0.987326494	0.838624339	0.797101449	0.832214765
OKG	jx2542	0.983273596	0.852777778	0.857142857	0.853488372
OKG	jx2543	0.984643735	0.859188544	0.807017544	0.852941176
OKG	jx2544	0.981905911	0.850543478	0.858974359	0.852017937
OKG	jx2545	0.986136227	0.858638743	0.825396825	0.853932584
OKG	jx2546	0.986585366	0.867830424	0.793650794	0.857758621
OKG	jx2547	0.991044776	0.825966851	0.820895522	0.825174825
OKG	jx2548	0.989544895	0.862650602	0.920634921	0.870292887
OKG	jx2549	0.987980769	0.855643045	0.86440678	0.856818182
OKG	jx2551	0.986252241	0.826446281	0.838235294	0.828306265
OKG	jx2552	0.984365604	0.845528455	0.861111111	0.848072562
OKG	jx2553	0.986469865	0.848258706	0.802631579	0.841004184
OKG	jx2554	0.986325803	0.859459459	0.884615385	0.862559242
OKG	jx2555	0.984232868	0.83887468	0.859375	0.841758242
OKG	jx2556	0.987878788	0.867007673	0.80952381	0.859030837
OKG	jx2558	0.990985577	0.880319149	0.859375	0.877272727
OKG	jx2562	0.986102719	0.853333333	0.918918919	0.864142539
OKG	jx2564	0.986714976	0.894329897	0.85	0.888392857
OKG	jx2565	0.985074627	0.85483871	0.964912281	0.869463869
OKG	jx2566	0.984802432	0.875	0.895522388	0.877995643
OKG	jx2568	0.983152828	0.873350923	0.857142857	0.871040724
OKG	jx2569	0.988428745	0.873762376	0.844827586	0.87012987
OKG	jx2570	0.990214067	0.850374065	0.808823529	0.84434968
OKG	jx2571	0.986706949	0.864583333	0.876923077	0.86636971
OKG	jx2573	0.986144578	0.875	0.723684211	0.849099099
OKG	jx2577	0.990504451	0.845730028	0.892857143	0.85202864
OKG	jx2580	0.983281734	0.884976526	0.873015873	0.883435583
OKG	jx2582	0.990958409	0.847769029	0.8125	0.842696629
OKG	jx2583	0.984746797	0.83042394	0.765625	0.821505376
OKG	jx2584	0.989544895	0.847826087	0.828125	0.845188285
OKG	jx2586	0.984820886	0.853092784	0.84057971	0.851203501
OKG	jx2587	0.984165652	0.8325	0.919354839	0.844155844
OKG	jx2588	0.988771054	0.877647059	0.855263158	0.874251497
OKG	jx2589	0.986731001	0.840206186	0.844827586	0.840807175
OKG	jx2592	0.984765387	0.870098039	0.818181818	0.863930886
OKG	jx2593	0.988581731	0.847769029	0.830508475	0.845454545
OKG	jx2595	0.983382789	0.865384615	0.854545455	0.863961814
OKG	jx2597	0.987171655	0.837209302	0.9125	0.850107066
OKG	jx2604	0.980239521	0.842391304	0.863636364	0.84562212
OKG	jx2607	0.988512696	0.847769029	0.826086957	0.844444444
OKG	jx2610	0.985880909	0.87409201	0.838709677	0.869473684
OKG	jx2612	0.985585586	0.863157895	0.762711864	0.849658314
OKG	jx2614	0.985915493	0.879487179	0.814814815	0.86836518
OKG	jx2618	0.987272727	0.86	0.888888889	0.863436123
OKG	jx2621	0.988343558	0.873134328	0.75	0.85443038
OKG	jx2623	0.986111111	0.896	0.890410959	0.895089286
OKG	jx2627	0.982381531	0.8675	0.827586207	0.862445415
OKG	jx2628	0.98961515	0.858910891	0.888888889	0.862955032
OKG	jx2629	0.989646772	0.861979167	0.871794872	0.863636364
OKG	jx2631	0.986618005	0.841961853	0.892473118	0.852173913
OKG	jx2632	0.990892532	0.823376623	0.777777778	0.81619256
OKG	jx2636	0.985489722	0.869451697	0.835820896	0.864444444
OKG	jx2637	0.989671932	0.865482234	0.859375	0.864628821
OKG	jx2638	0.985092427	0.872972973	0.859649123	0.871194379
OKG	jx2641	0.984175289	0.855721393	0.915254237	0.863340564
OKG	jx2642	0.991395206	0.861904762	0.842105263	0.859538784
OKG	jx2646	0.988407566	0.851485149	0.852459016	0.851612903
OKG	jx2647	0.986762936	0.856338028	0.804597701	0.846153846
OKG	jx2648	0.992651562	0.7975	0.802816901	0.798301486
OKG	jx2650	0.984232868	0.840540541	0.823529412	0.837362637
OKG	jx2654	0.986762936	0.890909091	0.894736842	0.891402715
OKG	jx2656	0.986754967	0.885416667	0.847457627	0.880361174
OKG	jx2657	0.986650485	0.847368421	0.828947368	0.844298246
OKG	jx2658	0.985463356	0.842783505	0.815384615	0.838852097
OKG	jx2659	0.979091995	0.859838275	0.762711864	0.846511628
OKG	jx2660	0.986177885	0.847150259	0.925925926	0.856818182
OKG	jx2666	0.990343995	0.818666667	0.819444444	0.818791946
OKG	jx2667	0.986568987	0.873417722	0.830985915	0.86695279
OKG	jx2668	0.988943489	0.894230769	0.933333333	0.899159664
OKG	jx2669	0.987387387	0.862533693	0.897058824	0.867881549
OKG	jx2671	0.987076923	0.866336634	0.733333333	0.845511482
OKG	jx2673	0.987819732	0.893506494	0.792207792	0.876623377
OKG	jx2674	0.983050847	0.848329049	0.80952381	0.842920354
OKG	jx2675	0.990936556	0.879177378	0.883333333	0.879732739
OKG	jx2676	0.989182692	0.870712401	0.836065574	0.865909091
OKG	jx2677	0.990190067	0.88337469	0.814285714	0.873150106
OKG	jx2678	0.988670244	0.862162162	0.877192982	0.864168618
OKG	jx2679	0.983303518	0.866120219	0.803278689	0.857142857
OKG	jx2680	0.985436893	0.87628866	0.852941176	0.872807018
OKG	jx2681	0.986326911	0.878787879	0.893939394	0.880808081
OKG	jx2683	0.98952557	0.879146919	0.898305085	0.881496881
OKG	jx2684	0.986650485	0.871134021	0.823529412	0.864035088
OKG	jx2687	0.989090909	0.842519685	0.849315068	0.843612335
OKG	jx2695	0.986650485	0.883544304	0.852459016	0.879385965
OKG	jx2696	0.98381295	0.834210526	0.875	0.839449541
OKG	jx2698	0.985967053	0.841309824	0.823529412	0.838709677
OKG	jx2699	0.988207547	0.877840909	0.785714286	0.865196078
OKG	jx2702	0.983725136	0.857512953	0.830508475	0.853932584
OKG	jx2703	0.986560782	0.869458128	0.803278689	0.860813704
OKG	jx2704	0.98662614	0.85786802	0.8	0.849673203
OKG	jx2705	0.98902439	0.833333333	0.838235294	0.834051724
OKG	jx2711	0.989260143	0.870523416	0.8	0.859813084
OKG	jx2712	0.989342806	0.884955752	0.763157895	0.862650602
OKG	jx2713	0.98907767	0.87012987	0.873239437	0.870614035
OKG	jx2716	0.983526541	0.890306122	0.863013699	0.886021505
OKG	jx2718	0.980345444	0.842565598	0.829268293	0.84
OKG	jx2720	0.983480826	0.866855524	0.785714286	0.855745721
OKG	jx2721	0.991288114	0.844705882	0.875	0.849094567
OKG	jx2725	0.980664653	0.861979167	0.861538462	0.861915367
OKG	jx2726	0.989715668	0.875324675	0.803030303	0.864745011
OKG	jx2728	0.987752603	0.850241546	0.771929825	0.840764331
OKG	jx2741	0.983985765	0.848739496	0.868852459	0.851674641
OKG	jx2749	0.985119048	0.858310627	0.789473684	0.849056604
OKG	jx2753	0.983970407	0.884615385	0.787878788	0.871369295
OKG	jx2762	0.986035216	0.865979381	0.898550725	0.870897155
OKG	jx2768	0.988491823	0.849865952	0.925	0.863134658
OKG	jx2774	0.98556825	0.861618799	0.793103448	0.85260771
OKG	jx2775	0.987218503	0.863291139	0.863636364	0.863340564
OKG	jx2777	0.985611511	0.852054795	0.816901408	0.846330275
OKG	jx2780	0.984651712	0.886111111	0.88	0.885365854
OKG	jx2781	0.983312732	0.866348449	0.865671642	0.866255144
OKG	jx2782	0.988936693	0.857487923	0.920634921	0.865828092
OKG	jx2784	0.989820359	0.856749311	0.830985915	0.852534562
OKG	jx2787	0.987661937	0.878220141	0.946428571	0.886128364
OKG	jx2788	0.988066826	0.824657534	0.873015873	0.831775701
OKG	jx2789	0.985047847	0.866847826	0.734375	0.847222222
OKG	jx2792	0.989765202	0.851662404	0.75	0.83972912
OKG	jx2793	0.984337349	0.840848806	0.865671642	0.844594595
OKG	jx2797	0.988059701	0.855555556	0.898550725	0.862470862
OKG	jx2799	0.989136995	0.845360825	0.86440678	0.84787472
OKG	jx2800	0.986585366	0.870415648	0.781818182	0.859913793
OKG	jx2802	0.985383678	0.861892583	0.816901408	0.854978355
OKG	jx2805	0.986219293	0.848314607	0.873417722	0.852873563
OKG	jx2806	0.987265009	0.854545455	0.842857143	0.852747253
OKG	jx2809	0.984728161	0.86097561	0.877192982	0.862955032
OKG	jx2813	0.986169573	0.859943978	0.833333333	0.854875283
OKG	jx2814	0.983586626	0.859335038	0.852941176	0.8583878
OKG	jx2815	0.985654513	0.857534247	0.863636364	0.858468677
OKG	jx2818	0.986235787	0.839572193	0.915254237	0.849884527
OKG	jx2819	0.982676225	0.861878453	0.823529412	0.855813953
OKG	jx2820	0.984346779	0.858638743	0.819672131	0.853273138
OKG	jx2822	0.986948415	0.840095465	0.907894737	0.850505051
OKG	jx2825	0.984930681	0.845758355	0.839285714	0.84494382
OKG	jx2826	0.986377709	0.856807512	0.936507937	0.867075665
OKG	jx2827	0.988016777	0.847184987	0.887096774	0.852873563
OKG	jx2828	0.989304813	0.824858757	0.835820896	0.826603325
OKG	jx2830	0.988414634	0.874371859	0.818181818	0.86637931
OKG	jx2832	0.985992692	0.832061069	0.869565217	0.837662338
OKG	jx2835	0.987372219	0.825737265	0.823529412	0.825396825
OKG	jx2837	0.983112183	0.881313131	0.82	0.874439462
OKG	jx2839	0.985463356	0.876262626	0.859649123	0.874172185
OKG	jx2840	0.988435788	0.858585859	0.876923077	0.861171367
OKG	jx2843	0.984223301	0.869135802	0.823529412	0.864035088
OKG	jx2844	0.985312118	0.846341463	0.866666667	0.84893617
OKG	jx2845	0.982853644	0.880195599	0.774193548	0.866242038
OKG	jx2846	0.989169675	0.880434783	0.824324324	0.871040724
OKG	jx2847	0.98568873	0.87704918	0.852459016	0.8735363
OKG	jx2848	0.989838613	0.823369565	0.873015873	0.83062645
OKG	jx2849	0.986857826	0.850543478	0.935483871	0.862790698
OKG	jx2851	0.983636364	0.854881266	0.826666667	0.850220264
OKG	jx2852	0.984242424	0.856060606	0.775862069	0.845814978
OKG	jx2853	0.987060998	0.84691358	0.828947368	0.844074844
OKG	jx2855	0.984251969	0.857142857	0.787234043	0.849889625
OKG	jx2856	0.990092879	0.866510539	0.838709677	0.862985685
OKG	jx2857	0.985906863	0.871428571	0.923076923	0.877118644
OKG	jx2858	0.987987988	0.856382979	0.841269841	0.854214123
OKG	jx2861	0.989110708	0.884615385	0.754098361	0.866962306
OKG	jx2863	0.990384615	0.868073879	0.852459016	0.865909091
OKG	jx2864	0.993184634	0.842105263	0.886792453	0.846938776
OKG	jx2866	0.992740472	0.845549738	0.869565217	0.849223947
OKG	jx2867	0.986461538	0.861728395	0.743243243	0.8434238
OKG	jx2869	0.987387387	0.88372093	0.923076923	0.888382688
OKG	jx2870	0.986722993	0.836411609	0.764705882	0.825503356
OKG	jx2872	0.98977136	0.833773087	0.857142857	0.837104072
OKG	jx2874	0.987334138	0.861892583	0.854545455	0.860986547
OKG	jx2875	0.990279465	0.838383838	0.806451613	0.834061135
OKG	jx2878	0.992078001	0.845177665	0.869565217	0.848812095
OKG	jx2879	0.990870359	0.833740831	0.846153846	0.835140998
OKG	jx2880	0.988909427	0.844827586	0.853333333	0.846153846
OKG	jx2882	0.984529703	0.870098039	0.85	0.866803279
OKG	jx2883	0.98429003	0.858638743	0.776119403	0.846325167
OKG	jx2884	0.98405886	0.819753086	0.808823529	0.818181818
OKG	jx2886	0.985924113	0.865671642	0.823529412	0.859574468
OKG	jx2887	0.984223301	0.864583333	0.888888889	0.868421053
OKG	jx2889	0.986333928	0.873994638	0.75	0.859857482
OKG	jx2892	0.98253012	0.868421053	0.828125	0.862612613
OKG	jx2894	0.984107579	0.878345499	0.824561404	0.871794872
OKG	jx2895	0.986634265	0.861182519	0.797101449	0.851528384
OKG	jx2896	0.989169675	0.856770833	0.879310345	0.859728507
OKG	jx2899	0.987155963	0.838790932	0.888888889	0.846481876
OKG	jx2900	0.986219293	0.880108992	0.823529412	0.871264368
OKG	jx2901	0.986690865	0.864102564	0.803278689	0.855875831
OKG	jx2902	0.988963826	0.839598997	0.851351351	0.841437632
OKG	jx2903	0.984930681	0.860892388	0.84375	0.858426966
OKG	jx2904	0.987234043	0.863049096	0.888888889	0.867102397
OKG	jx2907	0.990320629	0.873056995	0.861538462	0.871396896
OKG	jx2909	0.987507436	0.867036011	0.919354839	0.874704492
OKG	jx2910	0.984251969	0.848717949	0.793650794	0.841059603
OKG	jx2913	0.984756098	0.853960396	0.85	0.853448276
OKG	jx2914	0.986658581	0.850253807	0.803278689	0.843956044
OKG	jx2915	0.988574865	0.891472868	0.814814815	0.882086168
OKG	jx2917	0.986634265	0.853846154	0.867647059	0.855895197
OKG	jx2918	0.986244019	0.850948509	0.841269841	0.849537037
OKG	jx2919	0.986177885	0.88	0.876923077	0.879545455
OKG	jx2920	0.985550873	0.88172043	0.816901408	0.871331828
OKG	jx2922	0.986069049	0.845360825	0.815384615	0.841059603
OKG	jx2923	0.986453202	0.874396135	0.818181818	0.866666667
OKG	jx2925	0.985906863	0.861985472	0.881355932	0.86440678
OKG	jx2926	0.983861327	0.871584699	0.861538462	0.870069606
OKG	jx2928	0.984346779	0.850666667	0.823529412	0.846501129
OKG	jx2929	0.985330073	0.862155388	0.855072464	0.861111111
OKG	jx2932	0.986202759	0.847769029	0.910714286	0.85583524
OKG	jx2933	0.985550873	0.864788732	0.863636364	0.864559819
OKG	jx2935	0.988783943	0.86167147	0.904761905	0.868292683
OKG	jx2936	0.989721886	0.85974026	0.861538462	0.86
OKG	jx2937	0.990947495	0.852713178	0.866666667	0.85458613
OKG	jx2938	0.989240885	0.848901099	0.835820896	0.846867749
OKG	jx2939	0.989551321	0.862407862	0.9	0.867924528
OKG	jx2940	0.981829194	0.866666667	0.920634921	0.874172185
OKG	jx2942	0.983082707	0.855530474	0.892307692	0.86023622
OKG	jx2943	0.98660986	0.868020305	0.865671642	0.867678959
OKG	jx2946	0.993337371	0.865	0.849056604	0.863134658
OKG	jx2949	0.990396158	0.875	0.838709677	0.869863014
OKG	jx2950	0.984117288	0.869674185	0.955882353	0.882226981
OKG	jx2951	0.990361446	0.84754522	0.894736842	0.853603604
OKG	jx2954	0.991066111	0.875338753	0.839285714	0.870588235
OKG	jx2957	0.985276074	0.888059701	0.902777778	0.890295359
OKG	jx2958	0.987210719	0.881012658	0.895522388	0.883116883
OKG	jx2959	0.990532544	0.844776119	0.886075949	0.852657005
OKG	jx2960	0.988193625	0.841498559	0.825396825	0.83902439
OKG	jx2966	0.986177885	0.873239437	0.858823529	0.870454545
OKG	jx2967	0.989659367	0.863636364	0.765625	0.85
